Race,Driver,LapNumber,Stint,Compound,TyreLife,Normalized_TyreLife,LapTime_Sec,Position,GapToAhead_Sec,GapToBehind_Sec,TrackTemp_C,AirTemp_C,IsPitInLap,PitNextLap
Australian Grand Prix,PER,39,2,HARD,23,0.6571,93.926,13,1.889,1.086,33.0,25.9,1,0
Australian Grand Prix,PER,40,3,MEDIUM,1,0.0286,91.854,15,0.823,3.863,30.8,25.4,0,0
Australian Grand Prix,PER,41,3,MEDIUM,2,0.0571,92.023,10,1.308,3.601,38.5,28.6,0,0
Australian Grand Prix,PER,42,3,MEDIUM,3,0.0857,92.178,7,4.534,3.363,41.0,29.2,0,0
Australian Grand Prix,PER,43,3,MEDIUM,4,0.1143,92.107,15,3.393,2.219,44.4,23.3,0,0
Australian Grand Prix,PER,44,3,MEDIUM,5,0.1429,92.481,7,1.89,3.251,44.5,21.0,0,0
Australian Grand Prix,PER,45,3,MEDIUM,6,0.1714,92.196,12,1.769,2.496,32.6,28.7,0,0
Australian Grand Prix,PER,46,3,MEDIUM,7,0.2,92.308,1,4.019,1.2,35.9,24.9,0,0
Australian Grand Prix,PER,47,3,MEDIUM,8,0.2286,92.575,9,2.388,1.924,30.5,21.4,0,0
Australian Grand Prix,PER,48,3,MEDIUM,9,0.2571,92.616,1,4.901,4.974,38.3,21.7,0,0
Australian Grand Prix,PER,49,3,MEDIUM,10,0.2857,92.69,9,4.411,2.994,39.1,29.3,0,0
Australian Grand Prix,PER,50,3,MEDIUM,11,0.3143,93.066,6,0.502,3.183,43.7,22.9,0,0
Australian Grand Prix,RUS,1,1,SOFT,1,0.0286,91.103,5,1.168,2.363,37.3,22.6,0,0
Australian Grand Prix,RUS,2,1,SOFT,2,0.0571,90.656,12,2.41,1.205,36.4,25.4,0,0
Australian Grand Prix,RUS,3,1,SOFT,3,0.0857,90.883,16,3.639,2.885,35.9,26.2,0,0
Australian Grand Prix,RUS,4,1,SOFT,4,0.1143,90.711,5,2.936,1.958,32.0,28.9,0,0
Australian Grand Prix,RUS,5,1,SOFT,5,0.1429,90.727,2,4.452,3.136,40.1,28.0,0,0
Australian Grand Prix,RUS,6,1,SOFT,6,0.1714,90.966,6,4.171,4.112,42.7,21.2,0,0
Australian Grand Prix,RUS,7,1,SOFT,7,0.2,91.727,16,4.616,0.91,39.7,24.1,0,0
Australian Grand Prix,RUS,8,1,SOFT,8,0.2286,91.812,15,2.105,1.797,33.9,26.6,0,0
Australian Grand Prix,RUS,9,1,SOFT,9,0.2571,91.251,9,3.453,4.468,37.3,25.4,0,0
Australian Grand Prix,RUS,10,1,SOFT,10,0.2857,91.124,16,2.498,1.286,33.0,22.8,0,0
Australian Grand Prix,RUS,11,1,SOFT,11,0.3143,91.534,18,0.814,3.549,32.6,23.4,0,0
Australian Grand Prix,RUS,12,1,SOFT,12,0.3429,91.689,19,1.907,0.977,30.3,28.0,0,0
Australian Grand Prix,RUS,13,1,SOFT,13,0.3714,91.748,2,3.933,2.809,40.1,28.5,0,1
Australian Grand Prix,RUS,14,1,SOFT,14,0.4,91.872,13,3.831,2.943,37.9,23.5,1,0
Australian Grand Prix,RUS,15,2,HARD,1,0.0286,91.629,1,3.449,2.383,40.7,28.6,0,0
Australian Grand Prix,RUS,16,2,HARD,2,0.0571,91.67,15,0.858,2.696,32.3,23.7,0,0
Australian Grand Prix,RUS,17,2,HARD,3,0.0857,91.495,1,3.072,4.563,35.9,29.8,0,0
Australian Grand Prix,RUS,18,2,HARD,4,0.1143,91.89,14,1.225,4.982,32.7,25.0,0,0
Australian Grand Prix,RUS,19,2,HARD,5,0.1429,92.357,19,3.364,4.254,42.0,23.5,0,0
Australian Grand Prix,RUS,20,2,HARD,6,0.1714,91.917,15,1.58,4.526,38.1,29.8,0,0
Australian Grand Prix,RUS,21,2,HARD,7,0.2,91.712,3,4.14,4.102,36.9,26.1,0,0
Australian Grand Prix,RUS,22,2,HARD,8,0.2286,92.484,13,2.382,2.96,38.3,25.0,0,0
Australian Grand Prix,RUS,23,2,HARD,9,0.2571,92.365,5,4.672,3.149,36.1,26.5,0,0
Australian Grand Prix,RUS,24,2,HARD,10,0.2857,92.1,4,2.917,1.416,32.3,28.8,0,0
Australian Grand Prix,RUS,25,2,HARD,11,0.3143,92.432,3,4.882,0.537,43.5,29.3,0,0
Australian Grand Prix,RUS,26,2,HARD,12,0.3429,92.632,18,4.148,4.762,32.0,25.0,0,0
Australian Grand Prix,RUS,27,2,HARD,13,0.3714,92.335,2,0.654,1.267,37.5,25.9,0,0
Australian Grand Prix,RUS,28,2,HARD,14,0.4,92.595,13,4.137,1.293,39.1,23.4,0,0
Australian Grand Prix,RUS,29,2,HARD,15,0.4286,92.484,19,1.92,0.891,33.3,21.9,0,0
Australian Grand Prix,RUS,30,2,HARD,16,0.4571,93.3,12,0.554,1.819,30.1,23.8,0,0
Australian Grand Prix,RUS,31,2,HARD,17,0.4857,92.699,7,3.153,2.62,38.6,29.3,0,0
Australian Grand Prix,RUS,32,2,HARD,18,0.5143,92.864,1,1.682,2.77,41.2,25.0,0,0
Australian Grand Prix,RUS,33,2,HARD,19,0.5429,93.31,11,3.756,4.127,34.3,26.6,0,0
Australian Grand Prix,RUS,34,2,HARD,20,0.5714,93.389,8,0.787,0.642,33.9,29.0,0,0
Australian Grand Prix,RUS,35,2,HARD,21,0.6,93.187,4,1.91,3.891,33.3,23.9,0,0
Australian Grand Prix,RUS,36,2,HARD,22,0.6286,93.414,17,1.466,2.102,34.3,21.8,0,0
Australian Grand Prix,RUS,37,2,HARD,23,0.6571,93.559,8,4.129,2.796,44.7,22.8,0,0
Australian Grand Prix,RUS,38,2,HARD,24,0.6857,92.777,11,0.904,3.158,39.0,24.2,0,1
Australian Grand Prix,RUS,39,2,HARD,25,0.7143,93.294,15,0.743,2.824,37.6,21.5,1,0
Australian Grand Prix,RUS,40,3,MEDIUM,1,0.0286,91.29,5,1.386,3.998,42.5,23.6,0,0
Australian Grand Prix,RUS,41,3,MEDIUM,2,0.0571,91.102,3,1.537,1.974,33.1,24.9,0,0
Australian Grand Prix,RUS,42,3,MEDIUM,3,0.0857,91.629,11,4.118,4.064,31.9,24.0,0,0
Australian Grand Prix,RUS,43,3,MEDIUM,4,0.1143,91.486,17,4.584,4.309,37.4,20.4,0,0
Australian Grand Prix,RUS,44,3,MEDIUM,5,0.1429,92.014,16,4.882,1.538,41.6,23.4,0,0
Australian Grand Prix,RUS,45,3,MEDIUM,6,0.1714,91.712,10,4.154,1.938,32.5,24.4,0,0
Australian Grand Prix,RUS,46,3,MEDIUM,7,0.2,91.629,10,3.795,0.895,40.0,29.0,0,0
Australian Grand Prix,RUS,47,3,MEDIUM,8,0.2286,91.784,17,2.792,3.324,35.3,23.2,0,0
Australian Grand Prix,RUS,48,3,MEDIUM,9,0.2571,91.872,18,1.069,2.645,41.5,22.6,0,0
Australian Grand Prix,RUS,49,3,MEDIUM,10,0.2857,91.843,12,1.161,2.985,41.3,22.8,0,0
Australian Grand Prix,RUS,50,3,MEDIUM,11,0.3143,92.062,2,1.053,1.414,36.0,28.5,0,0
Australian Grand Prix,RUS,51,3,MEDIUM,12,0.3429,91.735,14,3.291,1.824,31.3,27.6,0,0
Australian Grand Prix,RUS,52,3,MEDIUM,13,0.3714,92.088,7,0.877,4.968,31.9,20.7,0,0
Australian Grand Prix,RUS,53,3,MEDIUM,14,0.4,91.792,6,1.858,3.426,34.9,23.9,0,0
Australian Grand Prix,RUS,54,3,MEDIUM,15,0.4286,92.146,12,3.449,0.537,41.7,26.7,0,0
Australian Grand Prix,PIA,1,1,MEDIUM,1,0.0286,91.848,17,2.085,1.845,38.4,20.1,0,0
Australian Grand Prix,PIA,2,1,MEDIUM,2,0.0571,92.254,10,4.641,2.616,30.4,26.9,0,0
Australian Grand Prix,PIA,3,1,MEDIUM,3,0.0857,91.981,12,2.483,4.976,36.3,26.1,0,0
Australian Grand Prix,PIA,4,1,MEDIUM,4,0.1143,92.373,8,4.028,4.209,40.9,28.3,0,0
Australian Grand Prix,PIA,5,1,MEDIUM,5,0.1429,92.243,8,3.045,3.421,35.3,29.2,0,0
Australian Grand Prix,PIA,6,1,MEDIUM,6,0.1714,92.659,5,4.626,3.021,32.3,27.9,0,0
Australian Grand Prix,PIA,7,1,MEDIUM,7,0.2,92.432,15,2.181,1.464,38.8,24.4,0,0
Australian Grand Prix,PIA,8,1,MEDIUM,8,0.2286,92.715,16,2.103,0.533,30.9,24.3,0,0
Australian Grand Prix,PIA,9,1,MEDIUM,9,0.2571,92.786,4,0.948,1.726,42.5,29.8,0,0
Australian Grand Prix,PIA,10,1,MEDIUM,10,0.2857,92.811,9,2.763,0.733,44.1,25.3,0,0
Australian Grand Prix,PIA,11,1,MEDIUM,11,0.3143,92.96,12,2.143,4.607,41.7,27.6,0,0
Australian Grand Prix,PIA,12,1,MEDIUM,12,0.3429,93.443,8,1.002,1.165,36.4,22.0,0,0
Australian Grand Prix,PIA,13,1,MEDIUM,13,0.3714,93.459,14,4.123,0.588,42.5,21.4,0,0
Australian Grand Prix,PIA,14,1,MEDIUM,14,0.4,93.219,13,3.069,2.872,30.6,26.2,0,0
Australian Grand Prix,PIA,15,1,MEDIUM,15,0.4286,93.363,16,2.76,3.747,30.1,25.9,0,0
Australian Grand Prix,PIA,16,1,MEDIUM,16,0.4571,93.259,11,2.272,1.523,32.6,26.7,0,0
Australian Grand Prix,PIA,17,1,MEDIUM,17,0.4857,93.688,18,3.396,0.896,43.4,23.9,0,0
Australian Grand Prix,PIA,18,1,MEDIUM,18,0.5143,93.424,3,1.915,4.146,34.0,22.2,0,0
Australian Grand Prix,PIA,19,1,MEDIUM,19,0.5429,93.119,5,4.689,1.606,38.7,22.7,0,0
Australian Grand Prix,PIA,20,1,MEDIUM,20,0.5714,93.204,4,0.62,3.029,33.2,23.4,0,0
Australian Grand Prix,PIA,21,1,MEDIUM,21,0.6,93.953,15,2.838,2.527,30.2,25.6,0,1
Australian Grand Prix,PIA,22,1,MEDIUM,22,0.6286,94.087,16,3.071,0.8,31.7,26.0,1,0
Australian Grand Prix,PIA,23,2,HARD,1,0.0286,92.993,1,2.273,1.694,32.5,26.9,0,0
Australian Grand Prix,PIA,24,2,HARD,2,0.0571,92.982,8,1.998,3.897,39.7,26.4,0,0
Australian Grand Prix,PIA,25,2,HARD,3,0.0857,92.986,11,3.254,2.181,40.5,28.4,0,0
Australian Grand Prix,PIA,26,2,HARD,4,0.1143,92.834,3,1.635,1.417,35.1,24.8,0,0
Australian Grand Prix,PIA,27,2,HARD,5,0.1429,93.373,16,0.935,4.783,41.9,23.7,0,0
Australian Grand Prix,PIA,28,2,HARD,6,0.1714,92.812,18,2.864,3.762,36.5,26.3,0,0
Australian Grand Prix,PIA,29,2,HARD,7,0.2,93.061,17,2.895,2.31,32.4,21.2,0,0
Australian Grand Prix,PIA,30,2,HARD,8,0.2286,93.63,1,1.641,0.834,31.6,28.1,0,0
Australian Grand Prix,PIA,31,2,HARD,9,0.2571,93.067,14,1.816,3.578,41.9,21.1,0,0
Australian Grand Prix,PIA,32,2,HARD,10,0.2857,93.046,2,3.039,1.015,45.0,24.3,0,0
Australian Grand Prix,PIA,33,2,HARD,11,0.3143,93.381,18,1.767,1.599,38.4,20.2,0,0
Australian Grand Prix,PIA,34,2,HARD,12,0.3429,92.837,17,3.661,3.353,44.8,21.4,0,0
Australian Grand Prix,PIA,35,2,HARD,13,0.3714,93.636,18,1.656,2.553,30.5,24.0,0,0
Australian Grand Prix,PIA,36,2,HARD,14,0.4,93.746,2,4.674,1.885,31.7,28.4,0,0
Australian Grand Prix,PIA,37,2,HARD,15,0.4286,93.704,8,3.09,4.778,42.9,22.3,0,0
Australian Grand Prix,PIA,38,2,HARD,16,0.4571,93.598,7,4.749,4.153,41.1,27.4,0,0
Australian Grand Prix,PIA,39,2,HARD,17,0.4857,93.688,8,2.589,1.64,37.6,20.3,0,0
Australian Grand Prix,PIA,40,2,HARD,18,0.5143,93.803,19,2.165,3.834,41.8,27.6,0,0
Australian Grand Prix,PIA,41,2,HARD,19,0.5429,94.384,1,1.42,2.021,37.0,23.3,0,0
Australian Grand Prix,PIA,42,2,HARD,20,0.5714,93.886,5,3.313,4.343,42.0,20.4,0,0
Australian Grand Prix,PIA,43,2,HARD,21,0.6,94.451,18,0.959,3.206,43.1,21.2,0,0
Australian Grand Prix,PIA,44,2,HARD,22,0.6286,94.457,4,3.972,2.852,32.4,21.2,0,0
Australian Grand Prix,PIA,45,2,HARD,23,0.6571,94.295,6,2.079,4.687,42.0,24.3,0,0
Australian Grand Prix,PIA,46,2,HARD,24,0.6857,93.966,18,2.875,2.93,36.9,23.3,0,0
Australian Grand Prix,PIA,47,2,HARD,25,0.7143,94.468,16,3.031,2.31,39.7,25.5,0,0
Australian Grand Prix,PIA,48,2,HARD,26,0.7429,94.412,17,4.461,4.824,43.4,27.2,0,0
Australian Grand Prix,PIA,49,2,HARD,27,0.7714,94.277,16,3.205,3.694,44.3,22.4,0,0
Australian Grand Prix,PIA,50,2,HARD,28,0.8,94.756,10,3.995,2.985,39.9,23.2,0,0
Australian Grand Prix,PIA,51,2,HARD,29,0.8286,95.219,18,4.724,2.903,38.9,20.3,0,0
Australian Grand Prix,PIA,52,2,HARD,30,0.8571,94.99,8,2.098,2.332,36.1,25.4,0,0
Australian Grand Prix,PIA,53,2,HARD,31,0.8857,94.69,17,1.334,3.354,42.3,26.4,0,0
Australian Grand Prix,PIA,54,2,HARD,32,0.9143,95.309,15,3.222,3.468,36.0,29.1,0,0
Australian Grand Prix,PIA,55,2,HARD,33,0.9429,94.795,18,4.7,2.001,33.3,25.0,0,0
Australian Grand Prix,PIA,56,2,HARD,34,0.9714,95.27,8,1.719,1.785,34.1,28.6,0,0
Australian Grand Prix,PIA,57,2,HARD,35,1.0,94.84,11,3.298,3.206,38.2,25.9,0,0
Australian Grand Prix,ALO,1,1,SOFT,1,0.0286,88.747,2,2.568,4.963,33.4,23.1,0,0
Australian Grand Prix,ALO,2,1,SOFT,2,0.0571,88.823,1,4.164,4.568,30.2,29.3,0,0
Australian Grand Prix,ALO,3,1,SOFT,3,0.0857,89.115,12,2.92,1.189,37.6,24.1,0,0
Australian Grand Prix,ALO,4,1,SOFT,4,0.1143,89.186,15,2.493,3.197,37.1,29.3,0,0
Australian Grand Prix,ALO,5,1,SOFT,5,0.1429,89.167,19,2.189,1.587,38.3,28.0,0,0
Australian Grand Prix,ALO,6,1,SOFT,6,0.1714,89.043,3,3.341,3.184,34.8,24.5,0,0
Australian Grand Prix,ALO,7,1,SOFT,7,0.2,89.519,12,0.919,3.152,38.0,22.7,0,0
Australian Grand Prix,ALO,8,1,SOFT,8,0.2286,89.238,11,4.673,2.312,43.4,23.8,0,0
Australian Grand Prix,ALO,9,1,SOFT,9,0.2571,89.442,3,3.909,1.506,30.8,28.0,0,0
Australian Grand Prix,ALO,10,1,SOFT,10,0.2857,89.995,8,0.585,0.952,37.4,26.9,0,0
Australian Grand Prix,ALO,11,1,SOFT,11,0.3143,89.958,3,2.811,1.126,33.6,24.5,0,0
Australian Grand Prix,ALO,12,1,SOFT,12,0.3429,89.462,14,1.709,2.905,42.5,24.0,0,0
Australian Grand Prix,ALO,13,1,SOFT,13,0.3714,89.968,15,4.132,3.908,35.4,29.9,0,0
Australian Grand Prix,ALO,14,1,SOFT,14,0.4,89.979,8,1.084,2.542,37.6,26.9,0,0
Australian Grand Prix,ALO,15,1,SOFT,15,0.4286,90.253,19,1.834,1.761,32.2,22.9,0,0
Australian Grand Prix,ALO,16,1,SOFT,16,0.4571,90.169,8,2.848,3.487,35.7,27.2,0,0
Australian Grand Prix,ALO,17,1,SOFT,17,0.4857,89.813,17,0.607,0.859,36.3,29.4,0,0
Australian Grand Prix,ALO,18,1,SOFT,18,0.5143,89.962,16,4.171,4.707,42.6,26.4,0,0
Australian Grand Prix,ALO,19,1,SOFT,19,0.5429,90.112,4,4.078,4.861,37.0,25.7,0,1
Australian Grand Prix,ALO,20,1,SOFT,20,0.5714,90.948,16,4.769,4.56,43.1,28.0,1,0
Australian Grand Prix,ALO,21,2,HARD,1,0.0286,89.637,8,0.788,1.308,41.5,24.9,0,0
Australian Grand Prix,ALO,22,2,HARD,2,0.0571,89.292,17,2.288,1.709,35.2,27.1,0,0
Australian Grand Prix,ALO,23,2,HARD,3,0.0857,90.029,11,4.123,2.164,39.7,27.3,0,0
Australian Grand Prix,ALO,24,2,HARD,4,0.1143,89.916,18,3.273,2.745,44.8,24.6,0,0
Australian Grand Prix,ALO,25,2,HARD,5,0.1429,89.882,6,4.144,3.631,41.5,24.4,0,0
Australian Grand Prix,ALO,26,2,HARD,6,0.1714,90.136,5,1.451,3.347,44.6,23.1,0,0
Australian Grand Prix,ALO,27,2,HARD,7,0.2,90.621,9,3.928,0.762,45.0,27.5,0,0
Australian Grand Prix,ALO,28,2,HARD,8,0.2286,90.095,1,1.961,2.283,36.1,25.6,0,0
Australian Grand Prix,ALO,29,2,HARD,9,0.2571,90.444,9,4.26,1.232,42.8,26.9,0,0
Australian Grand Prix,ALO,30,2,HARD,10,0.2857,90.233,7,4.236,2.387,32.9,22.8,0,0
Australian Grand Prix,ALO,31,2,HARD,11,0.3143,91.265,14,1.604,3.269,36.6,26.3,0,0
Australian Grand Prix,ALO,32,2,HARD,12,0.3429,90.661,10,0.725,4.431,31.1,22.5,0,0
Australian Grand Prix,ALO,33,2,HARD,13,0.3714,90.413,18,0.755,0.633,32.7,29.9,0,0
Australian Grand Prix,ALO,34,2,HARD,14,0.4,91.102,7,2.192,2.907,43.1,29.1,0,0
Australian Grand Prix,ALO,35,2,HARD,15,0.4286,90.697,7,0.817,3.11,40.8,20.9,0,0
Australian Grand Prix,ALO,36,2,HARD,16,0.4571,90.42,7,0.536,0.542,36.9,24.9,0,0
Australian Grand Prix,ALO,37,2,HARD,17,0.4857,91.054,17,1.905,0.557,31.4,23.0,0,0
Australian Grand Prix,ALO,38,2,HARD,18,0.5143,90.564,4,1.395,2.788,32.4,26.7,0,0
Australian Grand Prix,ALO,39,2,HARD,19,0.5429,90.973,16,0.819,3.192,34.0,25.3,0,0
Australian Grand Prix,ALO,40,2,HARD,20,0.5714,91.239,13,0.537,1.459,39.2,23.8,0,0
Australian Grand Prix,ALO,41,2,HARD,21,0.6,91.076,5,4.203,1.35,40.5,22.9,0,0
Australian Grand Prix,ALO,42,2,HARD,22,0.6286,91.349,17,1.684,3.092,40.4,21.6,0,0
Australian Grand Prix,ALO,43,2,HARD,23,0.6571,91.37,6,0.97,1.569,35.7,24.8,0,0
Australian Grand Prix,ALO,44,2,HARD,24,0.6857,91.194,15,3.206,3.032,32.0,21.5,0,0
Australian Grand Prix,ALO,45,2,HARD,25,0.7143,91.634,16,1.35,4.367,33.8,23.8,0,0
Australian Grand Prix,ALO,46,2,HARD,26,0.7429,91.697,17,4.956,0.841,39.9,24.5,0,0
Australian Grand Prix,ALO,47,2,HARD,27,0.7714,91.287,17,4.796,4.666,43.6,25.1,0,0
Australian Grand Prix,ALO,48,2,HARD,28,0.8,91.253,16,2.593,3.605,43.3,22.1,0,0
Australian Grand Prix,ALO,49,2,HARD,29,0.8286,91.746,15,3.519,1.221,30.1,27.5,0,0
Australian Grand Prix,ALO,50,2,HARD,30,0.8571,91.888,15,0.525,1.338,31.5,23.6,0,0
Australian Grand Prix,ALO,51,2,HARD,31,0.8857,91.895,5,1.262,4.244,38.6,25.8,0,0
Australian Grand Prix,ALO,52,2,HARD,32,0.9143,92.126,6,2.425,4.802,33.2,25.2,0,0
Australian Grand Prix,ALO,53,2,HARD,33,0.9429,92.305,12,2.955,4.775,32.7,20.3,0,0
Australian Grand Prix,ALO,54,2,HARD,34,0.9714,92.699,1,1.797,1.221,38.2,25.3,0,0
Australian Grand Prix,ALO,55,2,HARD,35,1.0,92.42,17,1.484,1.593,39.6,22.8,0,0
Australian Grand Prix,ALO,56,2,HARD,36,1.0286,92.33,10,2.708,4.847,42.5,22.8,0,0
Australian Grand Prix,ALO,57,2,HARD,37,1.0571,92.385,12,0.925,4.95,44.2,20.8,0,0
Australian Grand Prix,STR,1,1,SOFT,1,0.0286,89.209,19,3.219,3.518,39.0,20.7,0,0
Australian Grand Prix,STR,2,1,SOFT,2,0.0571,90.07,18,0.698,2.273,36.2,24.5,0,0
Australian Grand Prix,STR,3,1,SOFT,3,0.0857,89.741,12,4.795,1.021,44.2,27.3,0,0
Australian Grand Prix,STR,4,1,SOFT,4,0.1143,90.341,1,0.981,2.771,40.5,25.9,0,0
Australian Grand Prix,STR,5,1,SOFT,5,0.1429,90.403,15,4.274,3.12,33.7,26.6,0,0
Australian Grand Prix,STR,6,1,SOFT,6,0.1714,90.449,1,4.211,2.31,31.5,20.6,0,0
Australian Grand Prix,STR,7,1,SOFT,7,0.2,90.181,12,2.211,2.018,40.8,27.4,0,0
Australian Grand Prix,STR,8,1,SOFT,8,0.2286,90.404,9,0.564,1.19,36.3,20.7,0,0
Australian Grand Prix,STR,9,1,SOFT,9,0.2571,89.963,4,2.1,4.06,37.7,21.3,0,0
Australian Grand Prix,STR,10,1,SOFT,10,0.2857,90.313,13,1.19,4.616,31.0,20.6,0,0
Australian Grand Prix,STR,11,1,SOFT,11,0.3143,90.924,11,2.293,0.586,41.6,21.7,0,0
Australian Grand Prix,STR,12,1,SOFT,12,0.3429,90.665,5,4.225,0.602,33.7,21.5,0,0
Australian Grand Prix,STR,13,1,SOFT,13,0.3714,90.621,8,3.649,1.608,43.6,21.0,0,0
Australian Grand Prix,STR,14,1,SOFT,14,0.4,90.893,7,2.404,1.754,37.1,29.2,0,0
Australian Grand Prix,STR,15,1,SOFT,15,0.4286,90.916,5,2.239,1.986,38.9,28.7,0,0
Australian Grand Prix,STR,16,1,SOFT,16,0.4571,90.921,19,4.296,3.598,34.4,29.1,0,0
Australian Grand Prix,STR,17,1,SOFT,17,0.4857,90.906,10,1.395,4.714,30.3,24.4,0,0
Australian Grand Prix,STR,18,1,SOFT,18,0.5143,91.11,17,3.506,0.921,37.6,21.6,0,0
Australian Grand Prix,STR,19,1,SOFT,19,0.5429,91.089,3,2.888,3.154,33.0,22.9,0,1
Australian Grand Prix,STR,20,1,SOFT,20,0.5714,91.15,10,3.646,4.648,35.6,29.0,1,0
Australian Grand Prix,STR,21,2,HARD,1,0.0286,90.387,7,3.388,4.178,38.4,22.6,0,0
Australian Grand Prix,STR,22,2,HARD,2,0.0571,90.902,13,2.354,3.105,35.9,25.8,0,0
Australian Grand Prix,STR,23,2,HARD,3,0.0857,90.5,6,3.641,2.246,32.4,24.0,0,0
Australian Grand Prix,STR,24,2,HARD,4,0.1143,90.944,7,2.644,1.966,40.8,20.7,0,0
Australian Grand Prix,STR,25,2,HARD,5,0.1429,90.9,14,4.189,2.993,36.8,22.9,0,0
Australian Grand Prix,STR,26,2,HARD,6,0.1714,90.735,17,0.992,3.469,34.8,27.7,0,0
Australian Grand Prix,STR,27,2,HARD,7,0.2,90.656,3,4.551,2.853,31.7,24.0,0,0
Australian Grand Prix,STR,28,2,HARD,8,0.2286,90.964,11,4.602,2.76,44.5,29.4,0,0
Australian Grand Prix,STR,29,2,HARD,9,0.2571,91.047,14,2.086,2.997,32.8,28.6,0,0
Australian Grand Prix,STR,30,2,HARD,10,0.2857,91.064,13,2.655,0.578,41.0,20.7,0,0
Australian Grand Prix,STR,31,2,HARD,11,0.3143,91.168,11,4.069,1.097,37.8,27.8,0,0
Australian Grand Prix,STR,32,2,HARD,12,0.3429,91.256,8,1.42,1.338,31.9,21.4,0,0
Australian Grand Prix,STR,33,2,HARD,13,0.3714,91.387,3,4.289,1.911,42.6,24.3,0,0
Australian Grand Prix,STR,34,2,HARD,14,0.4,91.613,9,1.903,3.37,30.1,20.3,0,0
Australian Grand Prix,STR,35,2,HARD,15,0.4286,92.118,12,2.83,4.243,39.9,23.5,0,0
Australian Grand Prix,STR,36,2,HARD,16,0.4571,92.043,9,4.698,2.053,31.6,24.9,0,0
Australian Grand Prix,STR,37,2,HARD,17,0.4857,92.179,12,3.088,4.934,33.7,20.8,0,0
Australian Grand Prix,STR,38,2,HARD,18,0.5143,91.963,9,0.509,3.766,39.9,27.3,0,0
Australian Grand Prix,STR,39,2,HARD,19,0.5429,91.843,11,1.466,3.353,41.4,29.9,0,0
Australian Grand Prix,STR,40,2,HARD,20,0.5714,92.211,11,1.721,1.333,40.2,25.3,0,0
Australian Grand Prix,STR,41,2,HARD,21,0.6,91.989,18,2.919,4.978,36.0,26.2,0,0
Australian Grand Prix,STR,42,2,HARD,22,0.6286,91.912,13,0.735,0.93,39.9,26.5,0,0
Australian Grand Prix,STR,43,2,HARD,23,0.6571,91.91,8,2.76,0.59,33.8,25.2,0,0
Australian Grand Prix,STR,44,2,HARD,24,0.6857,93.071,1,4.703,1.973,32.0,22.4,0,0
Australian Grand Prix,STR,45,2,HARD,25,0.7143,92.604,9,1.4,1.089,40.1,25.6,0,0
Australian Grand Prix,STR,46,2,HARD,26,0.7429,92.724,10,3.172,0.571,33.9,26.6,0,0
Australian Grand Prix,STR,47,2,HARD,27,0.7714,92.84,18,1.633,3.998,44.4,27.0,0,0
Australian Grand Prix,STR,48,2,HARD,28,0.8,92.475,4,1.736,3.419,40.8,28.6,0,0
Australian Grand Prix,STR,49,2,HARD,29,0.8286,93.373,16,4.975,4.91,43.2,25.7,0,0
Australian Grand Prix,STR,50,2,HARD,30,0.8571,92.458,2,2.342,4.529,32.4,30.0,0,0
Australian Grand Prix,STR,51,2,HARD,31,0.8857,92.641,4,0.567,4.505,33.7,27.3,0,0
Australian Grand Prix,STR,52,2,HARD,32,0.9143,93.119,14,1.823,3.696,31.7,24.1,0,0
Australian Grand Prix,STR,53,2,HARD,33,0.9429,93.188,17,0.881,3.303,30.1,20.4,0,0
Australian Grand Prix,STR,54,2,HARD,34,0.9714,93.209,12,3.083,4.384,37.2,20.8,0,0
Australian Grand Prix,STR,55,2,HARD,35,1.0,93.503,8,2.012,1.195,36.0,23.7,0,0
Japanese Grand Prix,VER,1,1,MEDIUM,1,0.0286,91.051,7,4.599,1.286,34.3,25.2,0,0
Japanese Grand Prix,VER,2,1,MEDIUM,2,0.0571,91.772,19,3.109,1.273,33.9,25.0,0,0
Japanese Grand Prix,VER,3,1,MEDIUM,3,0.0857,91.907,2,3.086,4.2,38.4,29.6,0,0
Japanese Grand Prix,VER,4,1,MEDIUM,4,0.1143,91.53,16,0.747,3.53,43.4,28.0,0,0
Japanese Grand Prix,VER,5,1,MEDIUM,5,0.1429,91.569,12,0.879,4.153,40.8,27.3,0,0
Japanese Grand Prix,VER,6,1,MEDIUM,6,0.1714,91.569,16,4.86,3.08,33.3,28.6,0,0
Japanese Grand Prix,VER,7,1,MEDIUM,7,0.2,91.738,14,1.17,3.013,43.8,23.9,0,0
Japanese Grand Prix,VER,8,1,MEDIUM,8,0.2286,92.338,16,3.109,2.165,30.3,21.3,0,0
Japanese Grand Prix,VER,9,1,MEDIUM,9,0.2571,91.988,2,1.688,4.765,35.5,29.1,0,0
Japanese Grand Prix,VER,10,1,MEDIUM,10,0.2857,92.52,16,1.75,4.415,39.1,26.1,0,0
Japanese Grand Prix,VER,11,1,MEDIUM,11,0.3143,91.971,2,4.998,4.259,43.4,28.2,0,0
Japanese Grand Prix,VER,12,1,MEDIUM,12,0.3429,92.291,1,4.917,4.542,44.3,23.9,0,0
Japanese Grand Prix,VER,13,1,MEDIUM,13,0.3714,92.486,16,4.435,3.871,44.1,20.5,0,0
Japanese Grand Prix,VER,14,1,MEDIUM,14,0.4,92.751,13,1.802,1.641,35.0,22.7,0,1
Japanese Grand Prix,VER,15,1,MEDIUM,15,0.4286,91.801,15,4.676,2.886,35.3,28.0,1,0
